Home ID,total_kwh_tahun,household_size,avg_temp,kwh_Air_Conditioning,kwh_Computer,kwh_Dishwasher,kwh_Fridge,kwh_Heater,kwh_Lights,kwh_Microwave,kwh_Oven,kwh_TV,kwh_Washing_Machine,prop_Air_Conditioning,prop_Computer,prop_Dishwasher,prop_Fridge,prop_Heater,prop_Lights,prop_Microwave,prop_Oven,prop_TV,prop_Washing_Machine,kwh_per_orang
179,336.07,1,15.257345971563982,85.72,31.3,20.2,6.53,88.68,28.23,20.15,17.5,17.0,20.76,0.25506590888802927,0.09313535870503169,0.06010652542625048,0.01943047579373345,0.26387359776237096,0.08400035706846788,0.059957746897967686,0.05207248489897938,0.0505846996161514,0.06177284494301783,336.07
180,319.45,1,14.266990291262136,68.1,13.65,20.83,6.67,87.37,21.93,33.0,15.33,29.21,23.36,0.2131789012365002,0.042729691657536394,0.06520582250743465,0.02087963687588042,0.27350133041164504,0.06864924088276726,0.10330255125997809,0.047988730630771644,0.09143840976678667,0.07312568477069964,319.45
181,298.34000000000003,5,14.061691542288557,72.47,14.74,24.96,4.63,66.65,21.48,23.81,19.21,28.27,22.12,0.2429107729436214,0.04940671716833144,0.08366293490648255,0.015519206274720119,0.2234028289870618,0.07199839109740565,0.07980827244083931,0.06438962257826641,0.09475765904672522,0.07414359455654623,59.668000000000006
182,322.21,3,13.131979695431472,92.87,11.55,23.41,2.51,75.85,23.05,27.17,23.62,22.46,19.72,0.2882281741721239,0.03584618726917229,0.07265447999751716,0.007789950653300644,0.23540548089755134,0.07153719623847803,0.08432388814748148,0.07330622885695666,0.06970609230005279,0.06120232146736602,107.40333333333332
183,307.94,1,15.427093596059112,74.07,13.31,23.89,5.76,78.06,18.57,16.2,24.5,30.56,23.02,0.2405338702344613,0.043222705721893885,0.07758004806131066,0.01870494252127038,0.2534909397934663,0.06030395531597066,0.052607650841072946,0.07956095343248687,0.09924011171007341,0.07475482236799377,307.94
184,288.77,2,14.524757281553397,62.11,21.97,19.1,6.31,61.98,28.5,25.91,24.29,17.87,20.73,0.21508466946012395,0.07608131038542784,0.06614260484122311,0.021851300342833394,0.2146344841915711,0.0986944627211968,0.08972538698618276,0.08411538594729367,0.06188315960799252,0.07178723551615472,144.385
185,251.22,1,15.395375722543353,60.26,20.23,17.53,4.9,59.68,15.09,19.01,15.700000000000001,24.22,14.6,0.239869437146724,0.08052702810285807,0.06977947615635699,0.019504816495501953,0.23756070376562377,0.06006687365655601,0.07567072685295759,0.06249502428150626,0.09640952153490964,0.058116392007005815,251.22
186,287.96,5,16.24591836734694,65.69,18.31,16.52,7.02,71.65,22.99,20.19,23.28,15.55,26.76,0.2281219613835255,0.06358522016946798,0.057369079038755384,0.02437838588692874,0.24881928045561888,0.07983747742742048,0.07011390470898737,0.08084456174468677,0.05400055563272677,0.09292957355188222,57.592
187,319.56,3,15.681105990783411,86.54,20.6,21.43,6.11,63.74,25.38,24.26,22.19,21.24,28.07,0.27080986356239833,0.06446363750156466,0.06706095881837526,0.01912004005507573,0.19946175991988985,0.07942170484416072,0.07591688571786206,0.06943922893979222,0.06646639128802102,0.08783952935286019,106.52
188,329.62,5,15.492964824120602,100.88,20.26,18.96,5.39,70.81,26.87,19.79,20.58,21.259999999999998,24.82,0.3060493902069049,0.061464716946787214,0.05752078150597658,0.01635216309689946,0.2148231296644621,0.0815181117650628,0.06003883259510952,0.06243553182452521,0.06449851343971846,0.07529882895455373,65.924
189,291.16,3,14.617821782178218,72.89,20.33,26.61,4.47,58.05,7.38,31.58,25.78,22.15,21.92,0.25034345377112244,0.06982415166918533,0.0913930484956725,0.01535238356917159,0.19937491413655722,0.025346888308833634,0.10846270092045611,0.08854238219535653,0.07607501030361313,0.07528506663003161,97.05333333333334
190,293.87,3,16.01866028708134,73.83,22.14,27.1,8.26,57.52,25.45,21.25,12.7,20.38,25.240000000000002,0.25123353863953446,0.07533943580494777,0.09221764725899208,0.02810766665532378,0.1957328070235138,0.08660291965835233,0.07231088576581482,0.04321638819886344,0.06935039303093204,0.08588831796372547,97.95666666666666
191,281.82,1,15.987765957446808,75.88,20.68,16.99,6.65,54.13,23.1,16.83,24.43,25.29,17.84,0.26924987580725285,0.07338017174082748,0.06028670782769143,0.023596621957277696,0.19207295436803634,0.0819672131147541,0.059718969555035126,0.08668653750620964,0.08973813072173728,0.06330281740117806,281.82
192,296.83,3,15.726237623762376,84.73,16.37,12.81,4.1899999999999995,58.24,32.1,26.35,19.919999999999998,20.7,21.42,0.2854495839369336,0.055149412121416296,0.043156015227571336,0.014115823872250105,0.19620658289256473,0.1081427079473099,0.08877135060472323,0.0671091196981437,0.06973688643331198,0.07216251726577502,98.94333333333333
193,328.17,4,14.819251336898395,115.37,14.0,26.77,3.59,57.01,25.7,20.28,26.33,23.39,15.73,0.3515555961849042,0.04266081604046683,0.08157357467166407,0.010939452113233994,0.17372093731907243,0.0783130694457141,0.061797239235761955,0.08023280616753511,0.07127403479903709,0.04793247402261023,82.0425
194,291.4,2,14.194472361809044,44.56,25.54,18.88,6.61,72.67,21.89,24.88,20.97,27.34,28.06,0.15291695264241595,0.0876458476321208,0.06479066575154427,0.022683596431022652,0.24938229238160606,0.07512010981468772,0.08538091969800961,0.07196293754289636,0.0938229238160604,0.09629375428963624,145.7
195,311.18,1,13.010416666666666,77.93,22.61,24.02,4.21,89.57,21.03,11.41,15.98,21.13,23.29,0.250433832508516,0.07265891124108233,0.07719005077447136,0.013529147117424,0.28783983546500413,0.06758146410437689,0.036666880904942474,0.0513529147117424,0.06790282151809242,0.07484414165434797,311.18
196,272.91,3,16.002392344497608,49.56,22.02,20.9,6.78,67.22,24.0,21.86,21.79,18.36,20.42,0.18159832911948992,0.08068594041991864,0.07658202337767028,0.024843354952182036,0.24630830676779888,0.08794107947675057,0.0800996665567403,0.07984317174159979,0.06727492579971418,0.07482320178813529,90.97000000000001
197,305.56,2,15.152912621359222,61.45,27.05,19.04,5.96,77.77,22.26,21.21,26.08,26.73,18.01,0.20110616572849851,0.0885259850765807,0.06231182091896845,0.01950517083387878,0.25451629794475716,0.07284984945673519,0.0694135358031156,0.08535148579657023,0.08747872758214426,0.05894096085875115,152.78
198,250.44,1,14.179651162790698,66.81,13.95,16.88,5.14,52.79,17.84,23.1,25.08,14.07,14.780000000000001,0.2667704839482511,0.05570196454240536,0.0674013735824948,0.020523877974764414,0.21078901134004152,0.07123462705638077,0.09223766171538093,0.10014374700527072,0.056181121226641116,0.05901613160836928,250.44
199,317.17,3,14.683255813953489,65.32,28.08,32.56,6.4,84.17,22.78,17.65,15.99,16.07,28.15,0.20594633792603337,0.08853296339502476,0.10265788063183784,0.02017845319544724,0.2653781883532491,0.07182268184254502,0.05564839045306934,0.05041460415550021,0.050666834820443304,0.08875366522684996,105.72333333333334
200,282.34,1,15.335897435897436,66.24,13.56,19.830000000000002,7.7299999999999995,69.53,25.3,18.52,29.91,16.16,15.56,0.23461075299284545,0.04802720124672381,0.07023446907983283,0.027378338173832964,0.24626337040447685,0.08960827371254515,0.06559467308918325,0.10593610540483105,0.05723595664801303,0.05511085924771551,282.34
201,332.07,1,16.500454545454545,85.03,23.5,29.7,4.74,79.51,29.96,20.78,19.55,20.48,18.82,0.2560604691781853,0.07076821152166712,0.08943897371036227,0.01427409883458307,0.23943746800373417,0.09022194115698498,0.06257716746469118,0.058873129159514564,0.06167374348781884,0.05667479748245852,332.07
202,251.03,2,14.24157894736842,44.72,28.15,19.990000000000002,5.91,45.5,21.17,19.67,20.12,18.1,27.7,0.1781460383221129,0.11213799147512249,0.07963191650400352,0.02354300282834721,0.18125323666494045,0.08433254989443494,0.07835716846592042,0.08014978289447476,0.07210293590407521,0.11034537704656813,125.515
203,325.5,5,16.496482412060303,84.53999999999999,15.49,19.71,5.24,82.54,18.439999999999998,23.31,29.58,24.44,22.21,0.2597235023041474,0.04758832565284178,0.06055299539170507,0.01609831029185868,0.25357910906298003,0.05665130568356374,0.07161290322580645,0.09087557603686636,0.07508448540706605,0.06823348694316436,65.1
204,316.91,4,15.560189573459715,62.01,20.06,29.740000000000002,6.48,81.64,20.03,26.81,28.98,14.879999999999999,26.28,0.19567069515004262,0.06329872834558707,0.09384367801584048,0.02044744564702913,0.2576125713925089,0.06320406424536935,0.08459815089457576,0.09144552081032471,0.046953393707992806,0.08292575179072924,79.2275
205,366.97,4,15.155172413793103,72.22,25.27,18.63,9.25,128.52,16.43,28.96,14.99,17.33,35.37,0.1968008284055917,0.06886121481319998,0.05076709267787557,0.025206420143335965,0.35021936398070685,0.04477205221135242,0.07891653268659563,0.040848025724173634,0.047224568765839164,0.09638390059132898,91.7425
206,320.83,1,13.774038461538462,90.71,23.17,13.86,6.39,70.46000000000001,16.490000000000002,22.349999999999998,25.39,23.6,28.41,0.28273540504316924,0.07221893214474955,0.04320044883583205,0.019917090047688803,0.2196178661596484,0.05139793660193872,0.0696630614344045,0.07913848455568369,0.07355920580993049,0.08855156936695445,320.83
207,269.46,2,14.190760869565217,33.68,23.03,19.45,6.09,75.41,14.84,29.64,26.35,23.54,17.43,0.12499072218511097,0.08546723075781193,0.07218139983671046,0.022600757069694947,0.2798560083129221,0.055073109181325616,0.10999777332442665,0.09778816893045351,0.08735990499517554,0.06468492540636829,134.73
208,282.96,3,15.916666666666666,50.61,18.22,28.14,5.06,75.84,22.71,30.15,15.45,15.13,21.65,0.17885920271416456,0.06439072660446707,0.09944868532654794,0.01788238620299689,0.2680237489397795,0.08025869380831213,0.10655216284987278,0.054601357082273115,0.053470455188012446,0.07651258128357365,94.32
209,289.45,5,17.13897435897436,57.25,12.9,15.93,5.08,72.75,28.7,27.43,24.61,17.16,27.64,0.1977889100017274,0.044567282777681815,0.05503541198825358,0.017550526861288652,0.25133874589739164,0.09915356711003628,0.09476593539471412,0.08502332008982554,0.05928485057868371,0.09549144930039731,57.89
210,281.96,2,15.761734693877552,52.25,26.99,15.84,7.74,73.39,25.47,21.1,21.27,12.09,25.82,0.1853099730458221,0.09572279755993758,0.05617818130231239,0.027450702227266283,0.2602851468293375,0.09033196198042276,0.07483330968931765,0.0754362320896581,0.04287842247127252,0.09157327280465315,140.98
211,281.8,3,15.256218905472636,51.36,24.669999999999998,19.64,7.89,80.92,19.01,20.580000000000002,17.83,16.47,23.43,0.1822569198012775,0.0875443577004968,0.06969481902058197,0.0279985805535841,0.2871540099361249,0.06745919091554294,0.07303051809794181,0.06327182398864442,0.058445706174591903,0.08314407381121362,93.93333333333334
212,285.48,2,17.073096446700507,52.519999999999996,14.75,24.28,3.93,54.34,21.98,25.52,23.1,32.43,32.63,0.18397085610200362,0.05166736724113773,0.0850497407874457,0.013766288356452291,0.19034608378870674,0.07699313437018354,0.0893933025080566,0.08091635140815469,0.11359815048339637,0.11429872495446267,142.74
213,318.6,1,14.490821256038647,80.38,17.64,30.47,5.62,65.59,19.14,23.69,18.57,30.47,27.03,0.2522912743251726,0.05536723163841808,0.09563716258631512,0.01763967357187696,0.20586942875078468,0.06007532956685499,0.07435655994978028,0.05828625235404896,0.09563716258631512,0.08483992467043314,318.6
214,255.53,2,14.967567567567567,60.489999999999995,15.86,13.950000000000001,5.93,52.68,20.83,24.47,20.45,23.009999999999998,17.86,0.23672367236723674,0.06206707627284468,0.05459241576331547,0.02320666849293625,0.20615974640942358,0.0815168473369076,0.0957617500880523,0.08002974210464525,0.09004813524830745,0.06989394591633077,127.765
215,272.52,5,14.91958762886598,53.54,24.49,26.81,5.41,66.27,21.12,17.89,18.509999999999998,23.0,15.48,0.1964626449434904,0.08986496403933657,0.09837810068985763,0.019851753999706446,0.2431748128577719,0.07749889916336417,0.06564655805078527,0.06792162043152795,0.08439747541464847,0.05680317040951123,54.504
216,317.14,4,15.684771573604062,84.73,12.35,22.1,3.89,65.26,19.1,21.15,27.59,33.96,27.01,0.26716907359525766,0.03894179226839881,0.06968531248029262,0.012265876269155578,0.20577662861827586,0.060225767799709916,0.0666897899981081,0.08699627924575898,0.10708204578419626,0.08516743394084632,79.285
217,346.35,1,14.36111111111111,108.96000000000001,22.14,27.13,4.88,49.52,37.54,19.33,29.69,27.36,19.8,0.31459506279774796,0.0639237765266349,0.0783311678937491,0.014089793561426301,0.1429767576151292,0.10838746932293922,0.05581059621769885,0.08572253500793994,0.07899523603291468,0.05716760502381983,346.35
218,301.79,4,14.65609756097561,64.06,18.69,15.03,6.25,83.33,25.13,21.4,19.54,27.189999999999998,21.169999999999998,0.21226680804532952,0.06193048146061831,0.04980284303654859,0.020709765068425062,0.2761191557042977,0.08326982338712349,0.07091023559428741,0.06474700950992411,0.09009576195367638,0.07014811623976937,75.4475
219,300.03,4,13.620418848167539,64.06,24.34,23.0,3.62,74.23,21.82,15.86,29.54,28.8,14.76,0.21351198213511982,0.0811252208112522,0.07665900076659,0.012065460120654601,0.24740859247408592,0.0727260607272606,0.0528613805286138,0.09845682098456819,0.09599040095990401,0.0491950804919508,75.0075
220,245.97,2,15.644318181818182,47.65,26.35,22.1,3.43,53.76,19.32,20.71,18.87,21.41,12.370000000000001,0.1937228117250071,0.10712688539252756,0.08984835549050697,0.013944790015042485,0.2185632394194414,0.07854616416636176,0.08419725982843436,0.07671667276497134,0.08704313534170834,0.050290685855998704,122.985
221,314.06,1,15.258653846153846,54.65,26.68,22.759999999999998,4.93,82.97,20.34,20.23,19.94,38.11,23.45,0.17401133541361521,0.0849519200152837,0.07247022861873527,0.015697637394128508,0.26418518754378145,0.06476469464433547,0.06441444310004457,0.06349105266509585,0.12134623957205629,0.07466726103292365,314.06
222,312.24,4,14.654460093896715,74.14,20.97,31.259999999999998,6.36,58.32,19.01,22.51,31.55,20.36,27.76,0.23744555470151166,0.0671598770176787,0.1001152959262106,0.020368946963873945,0.1867794004611837,0.06088265436843454,0.07209198052779914,0.10104406866512938,0.06520625160133231,0.08890596976684602,78.06
223,301.51,5,16.668780487804877,63.68,27.08,12.56,6.55,74.95,25.61,16.73,20.76,24.3,29.29,0.21120360850386385,0.08981459984743456,0.041656993134556064,0.021723989254087753,0.2485821365792179,0.08493913966369274,0.05548738018639514,0.06885343769692547,0.08059434181287518,0.09714437332095119,60.302
224,298.24,2,14.73069306930693,89.42,17.46,18.830000000000002,10.06,68.0,26.47,23.25,11.37,16.1,17.28,0.299825643776824,0.05854345493562232,0.06313707081545065,0.03373122317596566,0.22800429184549356,0.08875402360515021,0.07795734978540772,0.03812365879828326,0.05398336909871245,0.057939914163090134,149.12
225,325.4,4,14.597101449275362,66.9,24.17,27.92,4.6,87.93,19.12,34.61,31.51,14.8,13.84,0.20559311616472037,0.07427781192378612,0.08580208973570991,0.014136447449293177,0.270221266133989,0.05875845113706209,0.10636140135218193,0.09683466502765828,0.04548248309772588,0.04253226797787339,81.35
226,296.7,5,14.067032967032967,80.61,22.27,16.53,5.15,84.36,24.12,8.56,23.09,17.14,14.87,0.27168857431749244,0.07505898213683856,0.055712841253791716,0.017357600269632626,0.28432760364004045,0.08129423660262892,0.028850690933602968,0.07782271654870239,0.05776879002359286,0.05011796427367712,59.339999999999996
227,288.43,5,14.65979381443299,80.33,21.33,25.259999999999998,6.66,52.38,15.1,25.02,15.9,20.02,26.43,0.2785077835176646,0.07395208542800678,0.0875775751482162,0.023090524564019,0.18160385535485213,0.05235239052803106,0.08674548417293623,0.05512602711229761,0.06941025552127032,0.09163401865270603,57.686
228,302.1,5,14.975999999999999,73.1,25.56,16.490000000000002,7.99,86.8,27.26,15.4,9.51,18.91,21.08,0.24197285666997678,0.08460774577954319,0.054584574644157564,0.026448195961602118,0.2873220787818603,0.09023502151605428,0.050976497848394565,0.03147964250248262,0.062595167163191,0.06977821913273749,60.42
229,308.88,5,15.284,84.49,27.95,19.15,5.79,68.61,29.78,14.4,20.23,23.01,15.47,0.2735366485366485,0.09048821548821549,0.061998186998186995,0.018745143745143744,0.22212509712509712,0.09641284641284642,0.046620046620046623,0.06549469049469049,0.0744949494949495,0.050084175084175085,61.775999999999996
230,319.56,5,14.908490566037736,66.61,15.93,23.32,6.55,76.52,25.48,24.94,20.26,29.88,30.07,0.20844285893103015,0.04984979346601577,0.07297534109400426,0.020496933283264487,0.23945424959319062,0.07973463512329453,0.07804481161597196,0.06339967455250971,0.09350356740518212,0.09409813493553636,63.912
231,275.47,1,13.925628140703516,45.870000000000005,24.16,30.93,7.61,69.49,22.43,21.509999999999998,17.740000000000002,18.73,17.0,0.1665154100265002,0.0877046502341453,0.11228082912839875,0.027625512760010167,0.2522597742040876,0.08142447453443206,0.07808472791955567,0.06439902711729047,0.06799288488764657,0.061712709187933354,275.47
232,319.23,1,15.222815533980583,79.75,18.32,30.13,3.67,66.72,25.95,17.92,16.73,16.54,43.5,0.24981987908404596,0.057388090091783354,0.0943833599599035,0.011496413244369263,0.20900291326003193,0.08128935250446385,0.05613507502427717,0.05240735519844626,0.05181217304138082,0.1362653885912978,319.23
233,262.72,1,14.377348066298344,62.92,20.39,13.55,4.49,35.62,25.58,21.21,23.11,32.07,23.78,0.23949451887941534,0.07761114494518878,0.0515758221680877,0.01709043848964677,0.13558160779537148,0.09736601705237513,0.08073233861144945,0.08796437271619975,0.12206912302070644,0.09051461632155906,262.72
234,286.57,5,16.224742268041236,57.94,29.84,16.81,7.61,70.0,19.63,15.4,19.07,19.63,30.64,0.20218445754963882,0.1041281362319852,0.058659315350525175,0.0265554663781973,0.24426841609379907,0.06849984297030394,0.053739051540635796,0.06654569564155355,0.06849984297030394,0.1069197752730572,57.314
235,343.42,2,15.850467289719626,90.22,22.36,27.97,3.87,72.8,23.12,20.78,22.69,33.9,25.71,0.26271038378661704,0.06510977811426244,0.0814454603692272,0.01126900005823773,0.21198532409294746,0.06732281171743057,0.06050899772872869,0.06607070059984861,0.09871294624657856,0.07486459728612198,171.71
236,357.42,3,14.341176470588236,119.9,20.76,18.64,4.35,70.85,27.58,17.41,27.77,22.1,28.06,0.33545968328577025,0.058082927648145044,0.05215153041239998,0.012170555648816517,0.19822617648704602,0.0771641206423815,0.04871020088411392,0.07769570813049073,0.061832018353757484,0.0785070785070785,119.14
237,295.0,1,14.86338028169014,65.65,26.05,16.34,6.66,59.04,36.15,19.98,19.83,22.46,22.84,0.222542372881356,0.08830508474576274,0.05538983050847459,0.022576271186440684,0.20013559322033903,0.12254237288135596,0.06772881355932205,0.06722033898305085,0.076135593220339,0.07742372881355934,295.0
238,333.11,3,16.34816513761468,78.41,22.95,16.97,6.43,82.98,26.68,25.22,24.62,20.39,28.46,0.23538770976554294,0.06889616042748642,0.05094413256882111,0.01930293296508661,0.2491069016240882,0.08009366275404523,0.075710726186545,0.07390951937798326,0.06121101137762302,0.08543724295277838,111.03666666666668
239,255.43,5,13.84438502673797,53.379999999999995,21.13,17.35,4.5,54.72,21.37,22.51,31.279999999999998,10.19,19.0,0.20898093411110677,0.08272325098852915,0.0679246760364875,0.017617351133382926,0.21422698978193636,0.08366284304897624,0.08812590533609993,0.12246016521160397,0.039893512899816,0.07438437145206124,51.086
240,293.93,5,16.542857142857144,69.83,23.04,18.83,5.9799999999999995,78.33,20.93,23.21,14.44,18.05,21.29,0.237573571938897,0.07838601027455516,0.06406287211240771,0.020344980097302078,0.26649202190997856,0.07120743034055728,0.0789643792739768,0.0491273432449903,0.061409179056237884,0.0724322117510972,58.786
241,283.03,2,13.766315789473683,70.29,23.71,15.4,7.71,66.98,12.2,30.54,21.4,18.73,16.07,0.2483482316362223,0.08377203829982686,0.054411193159735714,0.027240928523478074,0.23665335830124015,0.04310497120446595,0.10790375578560575,0.0756103593258665,0.0661767303819383,0.056778433381620315,141.515
242,265.57,4,14.910526315789474,65.72,25.43,23.38,4.9,54.24,17.580000000000002,13.05,22.29,17.91,21.07,0.2474677109613284,0.09575629777459801,0.08803705237790412,0.01845087924087811,0.20423993673984256,0.06619723613359942,0.049139586549685574,0.08393267311819858,0.06743984636818917,0.07933878073577587,66.3925
243,277.71999999999997,5,13.822842639593908,73.24,23.5,19.71,5.21,48.76,17.9,28.029999999999998,25.43,19.11,16.83,0.2637188535215325,0.08461760046089588,0.07097076191847905,0.018759902059628405,0.17557251908396948,0.06445340630851218,0.10092899323059197,0.09156704594555669,0.06881031254500937,0.06060060492582457,55.544
244,264.71,5,15.77,81.6,22.77,16.96,3.93,38.559999999999995,20.15,21.14,28.35,15.67,15.58,0.3082618714819992,0.0860186619319255,0.06407011446488611,0.01484643572211099,0.14566884515129763,0.07612103811718485,0.07986097994031205,0.10709833402591516,0.05919685693778097,0.05885686222658759,52.94199999999999
245,304.57,5,13.84739336492891,66.76,19.62,25.490000000000002,5.72,59.019999999999996,28.36,26.55,14.209999999999999,28.95,29.89,0.21919427389434287,0.0644186886430049,0.08369176215648291,0.01878057589388318,0.19378139672324915,0.09311488327806415,0.08717207866828644,0.04665594116295104,0.09505204058180386,0.09813835899793151,60.914
246,302.82,3,16.025247524752476,91.58,21.75,23.11,6.64,50.39,28.48,18.08,19.96,17.18,25.65,0.30242388217422894,0.07182484644343175,0.0763159632785153,0.021927217488937324,0.16640248332342647,0.0940492701935143,0.05970543557228716,0.06591374413843208,0.05673337296083482,0.08470378442639191,100.94
247,288.38,1,15.239800995024874,65.32000000000001,13.92,20.13,5.5200000000000005,49.91,43.3,19.65,31.17,25.03,14.43,0.22650669255842984,0.04826964421943268,0.06980373118801579,0.019141410638740548,0.1730702545252791,0.15014910881475826,0.06813926069769052,0.1080865524654969,0.08679520077675289,0.05003814411540328,288.38
248,291.6,5,14.939487179487179,64.95,25.67,20.47,4.4799999999999995,70.92,11.4,19.38,19.86,28.74,25.73,0.2227366255144033,0.08803155006858711,0.07019890260631001,0.015363511659807953,0.24320987654320986,0.03909465020576131,0.06646090534979424,0.06810699588477366,0.098559670781893,0.08823731138545952,58.32000000000001
249,291.45,5,15.063451776649746,84.23,22.8,16.7,6.46,62.86,27.2,20.21,10.44,20.25,20.3,0.28900325956424777,0.0782295419454452,0.05729970835477784,0.022165036884542803,0.2156802195916967,0.09332647109281181,0.06934294047006348,0.03582089552238806,0.06948018528049409,0.06965174129353234,58.29
250,315.49,5,14.159708737864078,74.59,30.94,29.09,6.5600000000000005,62.1,34.31,25.7,17.24,19.72,15.24,0.23642587720688454,0.09806966940315065,0.09220577514342768,0.02079305207772037,0.19683666677232242,0.10875146597356493,0.08146058512155693,0.054645155155472434,0.06250594313607404,0.048305810009825985,63.098
251,245.02,5,15.51564245810056,48.54,18.67,15.69,6.25,58.269999999999996,15.34,22.04,21.58,23.34,15.3,0.19810627703860909,0.07619786139906946,0.06403558893151579,0.025508121785976653,0.23781732103501751,0.0626071341115011,0.08995184066606807,0.08807444290262019,0.09525752999755122,0.06244388213207085,49.004000000000005
252,272.47,3,15.135326086956523,55.08,18.849999999999998,17.53,5.87,76.89,24.58,14.290000000000001,21.740000000000002,20.16,17.48,0.2021506954894117,0.06918192828568283,0.06433735824127428,0.021543656182332,0.2821962050867986,0.0902117664330018,0.05244614085954418,0.07978860057988037,0.07398979704187618,0.0641538518001982,90.82333333333334
253,258.46,1,15.783157894736844,64.1,26.22,18.98,7.63,52.99,19.54,13.9,16.39,20.62,18.09,0.2480074286156465,0.10144703242281204,0.07343496092238645,0.02952100905362532,0.20502205370270063,0.07560164048595527,0.05378008202429777,0.06341406794088061,0.07978023678712375,0.0699914880445717,258.46
254,278.79,3,14.656,73.57,23.52,14.7,3.59,58.14,18.7,27.7,25.26,10.85,22.76,0.26389038344273463,0.08436457548692564,0.05272785967932852,0.012877075935291795,0.20854406542558915,0.0670755765988737,0.09935793966785034,0.09060583234692779,0.03891818214426629,0.08163850927221206,92.93
255,281.37,5,15.948979591836734,20.98,26.009999999999998,26.78,6.13,83.05,27.939999999999998,21.54,22.25,23.18,23.51,0.07456374169243345,0.0924405586949568,0.09517716885240075,0.02178626008458613,0.29516295269573867,0.09929985428439421,0.07655400362511995,0.07907737143263319,0.08238262785655898,0.08355546078117781,56.274
256,338.67,1,14.992682926829268,92.64,20.71,23.99,4.29,96.12,24.66,14.27,22.62,19.51,19.86,0.27354061475772873,0.06115097292349485,0.07083591696932116,0.01266719815749845,0.28381610417220304,0.07281424395429179,0.04213541205303097,0.06679068119408274,0.057607700711607174,0.05864115510674107,338.67
257,326.6,4,15.65625,86.2,26.52,26.04,6.28,78.94,19.42,23.14,26.85,13.94,19.27,0.263931414574403,0.08120024494794857,0.07973055725658298,0.01922841396203307,0.24170238824249848,0.059461114513165964,0.07085119412124924,0.08221065523576242,0.04268218003674219,0.059001837109614215,81.65
258,286.41,1,14.8735,51.12,20.03,18.65,8.870000000000001,85.53,21.43,29.11,20.98,14.969999999999999,15.719999999999999,0.1784853880800251,0.06993470898362486,0.06511644146503262,0.030969589050661633,0.2986278412066617,0.07482280646625465,0.10163751265668095,0.07325163227540936,0.05226772808212002,0.054886351733528835,286.41
259,302.14,5,15.665686274509804,70.75,16.19,29.37,5.3,58.71,28.15,18.31,21.86,22.4,31.1,0.23416297080823462,0.05358443105844973,0.09720659297014629,0.017541537035811215,0.19431389422122197,0.09316872972794069,0.060601045872774206,0.07235056596279871,0.07413781690607003,0.1029324154365526,60.428
260,352.41,5,16.542727272727273,53.21,17.82,24.62,4.72,123.83,26.64,28.09,28.08,18.37,27.03,0.1509889049686445,0.05056610198348515,0.06986180868874324,0.013393490536590903,0.35138049431060414,0.07559376862177578,0.07970829431627934,0.07967991827700689,0.05212678414346926,0.07670043415340087,70.482
261,353.61,3,15.46137339055794,93.26,16.49,26.97,7.64,70.06,22.009999999999998,27.14,33.79,24.27,31.98,0.26373688526908173,0.046633296569667144,0.07627046746415542,0.021605723820027713,0.19812788099884052,0.06224371482706936,0.07675122309889426,0.09555725234014875,0.0686349367947739,0.09043861881734114,117.87
262,323.01,1,15.304954954954955,88.5,27.38,20.47,6.07,64.2,19.93,21.58,22.69,21.98,30.21,0.27398532553171734,0.08476517754868272,0.063372651001517,0.01879198786415282,0.1987554564874153,0.06170087613386584,0.06680907711835547,0.07024550323519398,0.06804742887217116,0.0935265162069286,323.01
263,316.04,1,13.647087378640778,53.36,21.82,22.67,8.28,93.61,31.92,26.07,10.93,26.95,20.43,0.168839387419314,0.06904189343121124,0.0717314264017213,0.026199215289203895,0.2961966839640552,0.10099987343374256,0.08248955828376155,0.0345842298443235,0.08527401594734843,0.0646437159853183,316.04
264,327.56,5,14.35175879396985,98.34,17.45,25.37,5.93,80.88,20.84,15.72,20.03,16.13,26.87,0.30021980705824886,0.05327268286726096,0.07745145927463672,0.01810355354744169,0.24691659543289776,0.06362193185981194,0.04799120771767005,0.061149102454512154,0.049242886799365,0.08203077298815484,65.512
265,261.02,5,15.001063829787233,36.24,19.5,26.98,6.29,70.88,17.86,22.86,19.55,18.34,22.52,0.13883993563711594,0.07470691901003755,0.1033637269174776,0.024097770285801855,0.271550072791357,0.0684238755650908,0.08757949582407479,0.0748984752126274,0.07026281510995326,0.08627691364646388,52.20399999999999
266,289.21,3,14.316831683168317,51.15,25.63,19.89,5.62,78.47,15.07,22.18,28.130000000000003,17.55,25.52,0.17686110438781508,0.08862072542443207,0.06877355554787179,0.019432246464506763,0.271325334532001,0.05210746516372187,0.07669167732789323,0.0972649631755472,0.06068254901282805,0.08824037896338302,96.40333333333332
267,286.61,3,14.611167512690356,63.51,18.28,23.48,5.71,65.02,21.4,16.71,24.23,23.919999999999998,24.35,0.22159031436446738,0.06378004954467743,0.08192317085935592,0.019922542828233487,0.2268587976693067,0.07466592233348451,0.058302222532361045,0.08453996720281916,0.08345835804752101,0.08495865461777329,95.53666666666668
